Student_ID,Hours_Studied,Attendance_Pct,Past_Grade,Teacher_Notes,Handwritten_Grade_Label,Student_Category,Final_Score
2817,3.7,74.4,47.2,Frequently distracted during lectures.,6,Average,56.0
2818,7.9,92.9,74.8,Demonstrates great understanding of core concepts and active participant and eager to learn.,7,Average,88.5
2819,6.6,92.8,95.7,Highly engaged in class discussions and shows excellent analytical thinking.,9,Average,89.2
2820,4.4,79.1,69.8,Consistently submits assignments on time.,4,Average,73.0
2821,2.9,74.0,90.6,Outstanding performance this semester.,9,Average,70.4
2822,2.1,74.5,66.8,Needs significant improvement in fundamentals.,8,Dropout Risk,52.6
2823,6.5,92.2,82.5,Outstanding performance this semester and consistently submits assignments on time.,8,Average,82.1
2824,8.0,73.1,83.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Average,76.4
2825,6.8,68.4,50.4,Shows excellent analytical thinking but needs significant improvement in fundamentals.,5,Average,63.9
2826,5.8,63.4,61.7,Demonstrates great understanding of core concepts but inconsistent attendance affecting performance.,5,Average,69.5
2827,1.4,78.7,78.2,Outstanding performance this semester but struggling with algebra concepts.,0,Average,63.1
2828,9.7,79.3,44.2,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,5,Average,82.5
2829,8.2,93.6,61.7,Consistently submits assignments on time and shows excellent analytical thinking.,3,Average,79.9
2830,3.6,68.8,72.1,Consistently submits assignments on time.,3,Average,68.9
2831,9.8,75.2,99.8,Outstanding performance this semester and shows excellent analytical thinking.,1,Top 5%,95.9
2832,6.4,92.3,68.5,Shows excellent analytical thinking and highly engaged in class discussions.,3,Average,84.9
2833,6.2,92.9,89.0,Outstanding performance this semester and shows excellent analytical thinking.,4,Average,85.2
2834,7.7,75.4,65.9,Shows excellent analytical thinking.,4,Average,79.6
2835,8.3,78.4,87.8,Demonstrates great understanding of core concepts and outstanding performance this semester.,4,Top 5%,95.1
2836,6.9,72.1,75.7,Demonstrates great understanding of core concepts and outstanding performance this semester.,3,Average,75.1
2837,2.2,97.3,93.2,Consistently submits assignments on time and outstanding performance this semester.,0,Average,75.1
2838,4.0,64.7,64.7,Inconsistent attendance affecting performance.,9,Average,65.9
2839,9.4,97.3,76.3,Demonstrates great understanding of core concepts and outstanding performance this semester.,7,Average,91.8
2840,3.0,87.4,77.8,Highly engaged in class discussions and outstanding performance this semester.,2,Average,61.3
2841,4.3,81.3,65.0,Active participant and eager to learn.,1,Average,76.3
2842,4.9,61.3,48.7,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,8,Dropout Risk,52.6
2843,5.0,79.0,45.6,Frequently distracted during lectures.,6,Average,60.1
2844,6.5,76.3,41.0,Shows excellent analytical thinking but needs significant improvement in fundamentals.,8,Average,67.9
2845,9.5,66.4,92.4,Outstanding performance this semester and shows excellent analytical thinking.,1,Average,87.1
2846,3.2,86.3,54.2,Frequently distracted during lectures but highly engaged in class discussions.,8,Dropout Risk,53.6
2847,2.1,98.8,52.7,Consistently submits assignments on time but frequently distracted during lectures.,9,Average,59.3
2848,2.8,82.5,84.2,Consistently submits assignments on time and outstanding performance this semester.,8,Average,59.2
2849,9.0,88.6,59.2,Demonstrates great understanding of core concepts and active participant and eager to learn.,8,Average,80.3
2850,6.8,62.7,70.4,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,9,Average,72.0
2851,3.6,76.7,49.8,Needs significant improvement in fundamentals.,9,Average,54.1
2852,8.3,64.7,97.6,Inconsistent attendance affecting performance but outstanding performance this semester.,3,Average,79.9
2853,8.8,84.5,91.1,Demonstrates great understanding of core concepts and outstanding performance this semester.,9,Top 5%,100.0
2854,8.6,97.5,91.8,Active participant and eager to learn and outstanding performance this semester.,2,Top 5%,96.7
2855,9.3,86.5,64.4,Demonstrates great understanding of core concepts and active participant and eager to learn.,5,Average,91.3
2856,3.3,63.1,85.7,Outstanding performance this semester but finds it difficult to keep up with the pace.,2,Average,63.4
2857,7.8,74.2,48.6,Frequently distracted during lectures but demonstrates great understanding of core concepts.,8,Average,64.6
2858,5.1,82.0,40.5,Highly engaged in class discussions but frequently distracted during lectures.,2,Average,60.2
2859,8.6,76.1,41.2,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,1,Average,68.3
2860,7.6,93.3,75.2,Active participant and eager to learn and outstanding performance this semester.,7,Average,78.6
2861,8.0,92.6,67.3,Active participant and eager to learn and demonstrates great understanding of core concepts.,5,Average,90.0
2862,6.9,84.5,71.1,Demonstrates great understanding of core concepts and consistently submits assignments on time.,7,Average,74.8
2863,2.6,74.9,40.4,Needs significant improvement in fundamentals.,6,Dropout Risk,38.5
2864,5.9,70.2,65.4,Shows excellent analytical thinking.,2,Average,74.5
2865,9.9,64.2,83.1,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,7,Average,84.5
2866,9.4,74.2,66.6,Shows excellent analytical thinking.,9,Average,78.9
2867,1.4,76.5,83.9,Outstanding performance this semester but needs significant improvement in fundamentals.,0,Dropout Risk,52.6
2868,2.5,87.0,54.0,Consistently submits assignments on time but frequently distracted during lectures.,0,Average,65.1
2869,2.2,86.3,88.8,Consistently submits assignments on time and outstanding performance this semester.,9,Average,62.6
2870,7.5,62.8,75.3,Finds it difficult to keep up with the pace but outstanding performance this semester.,7,Average,75.6
2871,8.4,75.8,52.6,Demonstrates great understanding of core concepts but frequently distracted during lectures.,8,Average,77.6
2872,2.9,67.3,54.2,Needs significant improvement in fundamentals.,9,Average,54.2
2873,5.6,66.3,77.7,Shows excellent analytical thinking and outstanding performance this semester.,5,Average,70.1
2874,8.6,93.1,89.8,Consistently submits assignments on time and outstanding performance this semester.,4,Average,85.3
2875,7.6,61.7,64.9,Shows excellent analytical thinking but inconsistent attendance affecting performance.,1,Average,67.0
2876,5.9,76.8,55.5,Demonstrates great understanding of core concepts.,8,Average,66.7
2877,6.3,66.7,92.0,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Average,75.0
2878,5.6,95.2,80.2,Highly engaged in class discussions and demonstrates great understanding of core concepts.,7,Average,81.1
2879,3.7,82.3,66.9,Highly engaged in class discussions.,8,Average,67.7
2880,6.1,69.3,69.3,Demonstrates great understanding of core concepts.,8,Average,74.6
2881,7.2,80.1,52.3,Consistently submits assignments on time but needs significant improvement in fundamentals.,7,Average,64.0
2882,8.9,89.3,77.6,Shows excellent analytical thinking and outstanding performance this semester.,9,Top 5%,99.8
2883,6.7,98.3,61.5,Consistently submits assignments on time and shows excellent analytical thinking.,7,Average,81.5
2884,7.9,68.8,99.7,Shows excellent analytical thinking and outstanding performance this semester.,2,Average,88.0
2885,2.4,95.4,68.8,Active participant and eager to learn.,2,Average,70.1
2886,5.2,97.4,69.2,Consistently submits assignments on time and demonstrates great understanding of core concepts.,1,Average,86.7
2887,1.1,96.7,74.0,Active participant and eager to learn but struggling with algebra concepts.,0,Average,55.2
2888,3.2,85.4,95.0,Outstanding performance this semester and consistently submits assignments on time.,3,Average,73.8
2889,7.5,85.2,88.0,Demonstrates great understanding of core concepts and outstanding performance this semester.,1,Average,75.3
2890,9.9,76.1,67.1,Shows excellent analytical thinking.,1,Average,85.4
2891,1.9,90.1,83.1,Struggling with algebra concepts but highly engaged in class discussions.,4,Average,68.7
2892,4.6,81.3,75.2,Outstanding performance this semester and highly engaged in class discussions.,3,Average,70.4
2893,8.2,87.1,69.5,Active participant and eager to learn and shows excellent analytical thinking.,0,Average,79.4
2894,2.8,77.1,51.5,Frequently distracted during lectures.,8,Dropout Risk,43.4
2895,6.0,89.3,67.8,Consistently submits assignments on time and shows excellent analytical thinking.,3,Average,76.8
2896,7.6,93.0,54.7,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,4,Average,83.7
2897,6.5,65.9,94.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,6,Average,77.7
2898,2.7,93.3,60.1,Active participant and eager to learn.,1,Average,63.7
2899,4.2,81.6,97.1,Outstanding performance this semester and highly engaged in class discussions.,7,Average,70.2
2900,8.1,93.8,72.0,Demonstrates great understanding of core concepts and active participant and eager to learn.,1,Average,87.4
2901,6.0,77.3,77.9,Outstanding performance this semester and shows excellent analytical thinking.,9,Average,73.3
2902,1.0,75.2,72.6,Needs significant improvement in fundamentals.,4,Dropout Risk,51.4
2903,7.8,96.6,47.8,Frequently distracted during lectures but demonstrates great understanding of core concepts.,1,Average,71.8
2904,1.3,70.0,62.5,Struggling with algebra concepts.,1,Dropout Risk,48.7
2905,7.7,93.8,45.9,Highly engaged in class discussions but frequently distracted during lectures.,3,Average,75.4
2906,2.8,79.4,77.4,Outstanding performance this semester.,3,Average,58.1
2907,9.6,80.6,66.8,Shows excellent analytical thinking and active participant and eager to learn.,7,Average,82.6
2908,4.3,72.3,86.7,Outstanding performance this semester.,5,Average,71.3
2909,3.9,82.9,53.2,Frequently distracted during lectures but consistently submits assignments on time.,9,Average,54.5
2910,2.3,73.0,49.9,Frequently distracted during lectures.,7,Average,59.0
2911,3.8,61.6,64.4,Finds it difficult to keep up with the pace.,6,Dropout Risk,53.1
2912,8.9,70.9,95.6,Outstanding performance this semester and demonstrates great understanding of core concepts.,9,Average,87.3
2913,10.0,60.3,82.6,Shows excellent analytical thinking but inconsistent attendance affecting performance.,3,Average,81.1
2914,4.3,99.1,65.1,Highly engaged in class discussions.,1,Average,79.9
2915,5.0,98.6,71.0,Demonstrates great understanding of core concepts and consistently submits assignments on time.,8,Average,78.4
2916,7.5,75.8,45.1,Frequently distracted during lectures but shows excellent analytical thinking.,1,Average,62.3
2917,9.0,89.1,99.1,Consistently submits assignments on time and outstanding performance this semester.,0,Top 5%,100.0
2918,6.3,73.8,80.0,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Average,77.3
2919,4.5,86.8,57.1,Highly engaged in class discussions.,9,Average,66.0
2920,4.7,92.2,75.1,Consistently submits assignments on time and outstanding performance this semester.,8,Average,72.5
2921,7.3,97.9,46.6,Consistently submits assignments on time but needs significant improvement in fundamentals.,0,Average,69.7
2922,1.0,76.0,98.0,Struggling with algebra concepts but outstanding performance this semester.,6,Average,67.3
2923,6.6,91.3,50.5,Consistently submits assignments on time but needs significant improvement in fundamentals.,1,Average,67.9
2924,4.2,70.6,78.9,Outstanding performance this semester.,5,Average,76.5
2925,8.1,99.6,54.7,Consistently submits assignments on time but needs significant improvement in fundamentals.,4,Average,73.9
2926,1.8,61.0,83.1,Struggling with algebra concepts but outstanding performance this semester.,0,Average,65.6
2927,6.3,84.1,86.6,Consistently submits assignments on time and outstanding performance this semester.,1,Average,81.4
2928,5.3,86.4,80.4,Highly engaged in class discussions and outstanding performance this semester.,1,Average,78.2
2929,6.8,87.5,76.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,9,Average,84.9
2930,1.6,64.8,93.5,Outstanding performance this semester but finds it difficult to keep up with the pace.,9,Average,59.3
2931,6.2,97.5,44.7,Shows excellent analytical thinking but frequently distracted during lectures.,5,Average,73.2
2932,6.1,67.2,59.9,Shows excellent analytical thinking.,0,Dropout Risk,51.8
2933,6.0,84.9,54.9,Highly engaged in class discussions but needs significant improvement in fundamentals.,3,Average,65.0
